n,m,ns
5,3,21232
5,3,20533
5,3,21022
5,3,20952
5,3,21092
5,4,20812
5,4,20673
5,4,19415
5,4,20254
5,4,20114
5,4,20883
5,4,19415
5,4,20254
5,4,20114
5,4,19416
5,4,18996
5,4,20603
5,4,19346
5,4,20115
5,4,20044
5,4,19835
5,4,20114
5,4,20114
5,4,20044
5,4,20184
5,4,20114
5,4,20324
5,4,20254
5,4,20045
5,4,20044
5,4,19555
5,4,20184
5,4,19974
5,4,18857
5,4,19346
5,4,19974
5,4,20114
5,4,20184
5,4,20045
5,4,19975
5,4,20114
5,4,20254
5,4,19974
5,4,20114
5,4,19625
5,4,19975
5,4,20044
5,4,20045
5,4,19975
5,4,19905
5,4,19555
5,4,19276
5,4,20044
5,4,19905
5,4,19904
5,4,19346
5,4,20184
5,4,20045
5,4,19974
5,4,19137
5,4,20114
5,4,20044
5,4,20114
5,4,20044
5,4,19904
5,4,20184
5,4,19485
5,4,20184
5,4,19207
5,4,20044
5,4,19276
5,4,20184
5,4,19975
5,4,20114
5,4,20114
5,4,20114
5,4,19904
5,4,19416
5,4,19276
5,4,19276
5,4,20114
5,4,20044
5,4,20254
5,4,19835
5,4,19835
5,4,18857
5,4,20394
5,4,20184
5,4,20114
5,4,19834
5,4,20044
5,4,19974
5,4,19975
5,4,19974
5,4,20114
5,4,20254
5,4,19975
5,4,19555
5,4,19974
5,4,20184
5,4,19835
5,4,20184
5,4,20045
5,4,20184
5,4,20184
5,5,24235
5,5,23117
5,5,23537
5,5,23187
5,5,22628
5,5,22279
5,5,22488
5,5,23047
5,5,23397
5,5,22559
5,5,22489
5,5,23537
5,5,23257
5,5,23117
5,5,23257
5,5,22349
5,5,22419
5,5,23117
5,5,22978
5,5,23117
5,5,23327
5,5,23466
5,5,23885
5,5,46514
5,5,21511
5,5,22000
5,5,21581
5,5,22070
5,5,22279
5,5,21441
5,5,22000
5,5,21720
5,5,22069
5,5,21930
5,5,22139
5,5,22209
5,5,22279
5,5,22070
5,5,22209
5,5,22069
5,5,22349
5,5,21720
5,5,22070
5,5,21860
5,5,22209
5,5,22279
5,5,21930
5,5,22418
5,5,21441
5,5,22070
5,5,21790
5,5,21791
5,5,22000
5,5,22139
5,5,22000
5,5,22070
5,5,22069
5,5,21511
5,5,22209
5,5,21441
5,5,21650
5,5,21999
5,5,22209
5,5,22000
5,5,22069
5,5,22070
5,5,22000
5,5,21790
5,5,21581
5,5,21441
5,5,22139
5,5,22209
5,5,22140
5,5,21929
5,5,22000
5,5,22069
5,5,22140
5,5,21651
5,5,21302
5,5,21231
5,5,22349
5,5,21860
5,5,22069
5,5,22069
5,5,22279
5,5,22070
5,5,22279
5,5,21790
5,5,22070
5,5,22209
5,5,21511
5,5,22069
5,5,21511
5,5,22349
5,5,22279
5,5,22140
5,5,21929
5,5,22000
5,5,22069
5,5,21790
5,6,28565
5,6,27657
5,6,26609
5,6,27168
5,6,26958
5,6,26609
5,6,26260
5,6,26400
5,6,27308
5,6,26190
5,6,26050
5,6,26679
5,6,26958
5,6,27028
5,6,27098
5,6,26958
5,6,26819
5,6,26749
5,6,26679
5,6,27657
5,6,26051
5,6,26888
5,6,26749
5,6,26539
5,6,26888
5,6,26958
5,6,26958
5,6,26888
5,6,27098
5,6,26819
5,6,26819
5,6,26889
5,6,26889
5,6,27028
5,6,26958
5,6,26190
5,6,27517
5,6,27028
5,6,26749
5,6,26749
5,6,25981
5,6,26818
5,6,26958
5,6,26609
5,6,27098
5,6,26889
5,6,26819
5,6,26888
5,6,26889
5,6,26749
5,6,26400
5,6,26749
5,6,26819
5,6,26818
5,6,26749
5,6,26889
5,6,26959
5,6,26819
5,6,27028
5,6,26819
5,6,26819
5,6,26889
5,6,26749
5,6,26539
5,6,26749
5,6,27098
5,6,26819
5,6,26679
5,6,25980
5,6,26749
5,6,26749
5,6,34432
5,6,26958
5,6,26819
5,6,26959
5,6,26190
5,6,26679
5,6,27028
5,6,26679
5,6,26819
5,6,26610
5,6,26889
5,6,26888
5,6,26679
5,6,26609
5,6,26679
5,6,26748
5,6,26819
5,6,26818
5,6,27028
5,6,26819
5,6,26819
5,6,26958
