n,m,p,it,diff
70,778,0.7,26,9
70,778,0.7,27,0
70,778,0.7,28,0
70,778,0.7,29,5
70,778,0.7,30,0
70,778,0.7,31,5
70,778,0.7,32,0
70,778,0.7,33,0
70,778,0.7,34,0
70,778,0.7,35,0
70,778,0.7,36,0
70,778,0.7,37,0
70,778,0.7,38,0
70,778,0.7,39,5
70,778,0.7,40,0
70,778,0.7,41,0
70,778,0.7,42,0
70,778,0.7,43,0
70,778,0.7,44,0
70,778,0.7,45,0
70,778,0.7,46,0
70,778,0.7,47,0
70,778,0.7,48,0
70,778,0.7,49,0
70,778,0.7,50,0
70,778,0.8,1,36
70,778,0.8,2,38
70,778,0.8,3,5
70,778,0.8,4,30
70,778,0.8,5,5
70,778,0.8,6,0
70,778,0.8,7,5
70,778,0.8,8,5
70,778,0.8,9,5
70,778,0.8,10,5
70,778,0.8,11,0
70,778,0.8,12,5
70,778,0.8,13,0
70,778,0.8,14,0
70,778,0.8,15,0
70,778,0.8,16,0
70,778,0.8,17,0
70,778,0.8,18,0
70,778,0.8,19,0
70,778,0.8,20,0
70,778,0.8,21,0
70,778,0.8,22,0
70,778,0.8,23,0
70,778,0.8,24,0
70,778,0.8,25,0
70,778,0.8,26,0
70,778,0.8,27,0
70,778,0.8,28,0
70,778,0.8,29,0
70,778,0.8,30,0
70,778,0.8,31,0
70,778,0.8,32,0
70,778,0.8,33,0
70,778,0.8,34,0
70,778,0.8,35,0
70,778,0.8,36,0
70,778,0.8,37,0
70,778,0.8,38,0
70,778,0.8,39,0
70,778,0.8,40,0
70,778,0.8,41,0
70,778,0.8,42,0
70,778,0.8,43,0
70,778,0.8,44,0
70,778,0.8,45,0
70,778,0.8,46,0
70,778,0.8,47,0
70,778,0.8,48,0
70,778,0.8,49,0
70,778,0.8,50,0
70,778,0.9,1,30
70,778,0.9,2,20
70,778,0.9,3,5
70,778,0.9,4,0
70,778,0.9,5,0
70,778,0.9,6,5
70,778,0.9,7,9
70,778,0.9,8,0
70,778,0.9,9,5
70,778,0.9,10,9
70,778,0.9,11,0
70,778,0.9,12,0
70,778,0.9,13,0
70,778,0.9,14,0
70,778,0.9,15,0
70,778,0.9,16,0
70,778,0.9,17,0
70,778,0.9,18,0
70,778,0.9,19,0
70,778,0.9,20,5
70,778,0.9,21,0
70,778,0.9,22,5
70,778,0.9,23,0
70,778,0.9,24,5
70,778,0.9,25,0
70,778,0.9,26,0
70,778,0.9,27,0
70,778,0.9,28,0
70,778,0.9,29,0
70,778,0.9,30,0
70,778,0.9,31,5
70,778,0.9,32,0
70,778,0.9,33,0
70,778,0.9,34,0
70,778,0.9,35,0
70,778,0.9,36,0
70,778,0.9,37,0
70,778,0.9,38,0
70,778,0.9,39,0
70,778,0.9,40,0
70,778,0.9,41,0
70,778,0.9,42,0
70,778,0.9,43,0
70,778,0.9,44,0
70,778,0.9,45,0
70,778,0.9,46,0
70,778,0.9,47,0
70,778,0.9,48,0
70,778,0.9,49,0
70,778,0.9,50,0
70,778,1.0,1,39
70,778,1.0,2,21
70,778,1.0,3,6
70,778,1.0,4,39
70,778,1.0,5,18
70,778,1.0,6,18
70,778,1.0,7,0
70,778,1.0,8,12
70,778,1.0,9,15
70,778,1.0,10,5
70,778,1.0,11,5
70,778,1.0,12,5
70,778,1.0,13,0
70,778,1.0,14,0
70,778,1.0,15,9
70,778,1.0,16,5
70,778,1.0,17,6
70,778,1.0,18,0
70,778,1.0,19,0
70,778,1.0,20,5
70,778,1.0,21,0
70,778,1.0,22,0
70,778,1.0,23,5
70,778,1.0,24,0
70,778,1.0,25,0
70,778,1.0,26,5
70,778,1.0,27,0
70,778,1.0,28,0
70,778,1.0,29,0
70,778,1.0,30,5
70,778,1.0,31,5
70,778,1.0,32,0
70,778,1.0,33,0
70,778,1.0,34,0
70,778,1.0,35,0
70,778,1.0,36,5
70,778,1.0,37,0
70,778,1.0,38,0
70,778,1.0,39,0
70,778,1.0,40,0
70,778,1.0,41,0
70,778,1.0,42,0
70,778,1.0,43,0
70,778,1.0,44,0
70,778,1.0,45,0
70,778,1.0,46,0
70,778,1.0,47,5
70,778,1.0,48,5
70,778,1.0,49,0
70,778,1.0,50,0
80,1002,0.1,1,11
80,1002,0.1,2,11
80,1002,0.1,3,28
80,1002,0.1,4,28
80,1002,0.1,5,18
80,1002,0.1,6,11
80,1002,0.1,7,18
80,1002,0.1,8,11
80,1002,0.1,9,11
80,1002,0.1,10,11
80,1002,0.1,11,11
80,1002,0.1,12,11
80,1002,0.1,13,11
80,1002,0.1,14,11
80,1002,0.1,15,11
80,1002,0.1,16,11
80,1002,0.1,17,11
80,1002,0.1,18,11
80,1002,0.1,19,11
80,1002,0.1,20,11
80,1002,0.1,21,11
80,1002,0.1,22,11
80,1002,0.1,23,11
80,1002,0.1,24,11
80,1002,0.1,25,11
80,1002,0.1,26,11
80,1002,0.1,27,11
80,1002,0.1,28,11
80,1002,0.1,29,11
80,1002,0.1,30,11
80,1002,0.1,31,11
80,1002,0.1,32,11
80,1002,0.1,33,0
80,1002,0.1,34,11
80,1002,0.1,35,11
80,1002,0.1,36,11
80,1002,0.1,37,11
80,1002,0.1,38,11
80,1002,0.1,39,11
80,1002,0.1,40,11
80,1002,0.1,41,11
80,1002,0.1,42,11
80,1002,0.1,43,11
80,1002,0.1,44,11
80,1002,0.1,45,11
80,1002,0.1,46,11
80,1002,0.1,47,11
80,1002,0.1,48,11
80,1002,0.1,49,11
80,1002,0.1,50,11
80,1002,0.2,1,18
80,1002,0.2,2,37
80,1002,0.2,3,12
80,1002,0.2,4,11
80,1002,0.2,5,17
80,1002,0.2,6,0
80,1002,0.2,7,12
80,1002,0.2,8,12
80,1002,0.2,9,0
80,1002,0.2,10,0
80,1002,0.2,11,0
80,1002,0.2,12,10
80,1002,0.2,13,0
80,1002,0.2,14,10
80,1002,0.2,15,10
80,1002,0.2,16,11
80,1002,0.2,17,0
80,1002,0.2,18,0
80,1002,0.2,19,0
80,1002,0.2,20,11
80,1002,0.2,21,0
80,1002,0.2,22,17
80,1002,0.2,23,10
80,1002,0.2,24,10
80,1002,0.2,25,0
80,1002,0.2,26,0
80,1002,0.2,27,0
80,1002,0.2,28,0
80,1002,0.2,29,0
80,1002,0.2,30,10
80,1002,0.2,31,0
80,1002,0.2,32,0
80,1002,0.2,33,0
80,1002,0.2,34,0
80,1002,0.2,35,0
80,1002,0.2,36,0
80,1002,0.2,37,0
80,1002,0.2,38,0
80,1002,0.2,39,0
80,1002,0.2,40,0
80,1002,0.2,41,10
80,1002,0.2,42,0
80,1002,0.2,43,0
80,1002,0.2,44,10
80,1002,0.2,45,0
80,1002,0.2,46,0
80,1002,0.2,47,0
80,1002,0.2,48,0
80,1002,0.2,49,0
80,1002,0.2,50,0
80,1002,0.3,1,13
80,1002,0.3,2,7
80,1002,0.3,3,14
80,1002,0.3,4,11
80,1002,0.3,5,16
80,1002,0.3,6,11
80,1002,0.3,7,11
80,1002,0.3,8,11
80,1002,0.3,9,11
80,1002,0.3,10,7
80,1002,0.3,11,10
80,1002,0.3,12,10
80,1002,0.3,13,11
80,1002,0.3,14,11
80,1002,0.3,15,7
80,1002,0.3,16,9
80,1002,0.3,17,7
80,1002,0.3,18,9
80,1002,0.3,19,11
80,1002,0.3,20,7
80,1002,0.3,21,9
80,1002,0.3,22,7
80,1002,0.3,23,11
80,1002,0.3,24,9
80,1002,0.3,25,9
80,1002,0.3,26,9
80,1002,0.3,27,9
80,1002,0.3,28,9
80,1002,0.3,29,7
80,1002,0.3,30,7
80,1002,0.3,31,8
80,1002,0.3,32,9
80,1002,0.3,33,7
80,1002,0.3,34,9
80,1002,0.3,35,7
80,1002,0.3,36,9
80,1002,0.3,37,9
80,1002,0.3,38,7
80,1002,0.3,39,11
80,1002,0.3,40,11
80,1002,0.3,41,7
80,1002,0.3,42,9
80,1002,0.3,43,7
80,1002,0.3,44,7
80,1002,0.3,45,7
80,1002,0.3,46,7
80,1002,0.3,47,11
80,1002,0.3,48,11
80,1002,0.3,49,7
80,1002,0.3,50,7
80,1002,0.4,1,28
80,1002,0.4,2,0
80,1002,0.4,3,10
80,1002,0.4,4,11
80,1002,0.4,5,8
80,1002,0.4,6,13
80,1002,0.4,7,0
80,1002,0.4,8,8
80,1002,0.4,9,9
80,1002,0.4,10,10
80,1002,0.4,11,12
80,1002,0.4,12,8
80,1002,0.4,13,0
80,1002,0.4,14,0
80,1002,0.4,15,0
80,1002,0.4,16,10
80,1002,0.4,17,0
80,1002,0.4,18,11
80,1002,0.4,19,0
80,1002,0.4,20,0
80,1002,0.4,21,0
80,1002,0.4,22,0
80,1002,0.4,23,0
80,1002,0.4,24,0
80,1002,0.4,25,0
80,1002,0.4,26,0
80,1002,0.4,27,0
80,1002,0.4,28,0
80,1002,0.4,29,0
80,1002,0.4,30,0
80,1002,0.4,31,0
80,1002,0.4,32,0
80,1002,0.4,33,0
80,1002,0.4,34,8
80,1002,0.4,35,0
80,1002,0.4,36,10
80,1002,0.4,37,0
80,1002,0.4,38,0
80,1002,0.4,39,0
80,1002,0.4,40,0
80,1002,0.4,41,0
80,1002,0.4,42,0
80,1002,0.4,43,0
80,1002,0.4,44,0
80,1002,0.4,45,0
80,1002,0.4,46,0
80,1002,0.4,47,0
80,1002,0.4,48,0
80,1002,0.4,49,0
80,1002,0.4,50,0
80,1002,0.5,1,14
80,1002,0.5,2,11
80,1002,0.5,3,10
80,1002,0.5,4,7
80,1002,0.5,5,0
80,1002,0.5,6,0
80,1002,0.5,7,5
80,1002,0.5,8,11
80,1002,0.5,9,5
80,1002,0.5,10,0
80,1002,0.5,11,13
80,1002,0.5,12,0
80,1002,0.5,13,5
80,1002,0.5,14,0
80,1002,0.5,15,0
80,1002,0.5,16,0
80,1002,0.5,17,10
80,1002,0.5,18,0
80,1002,0.5,19,5
80,1002,0.5,20,0
80,1002,0.5,21,5
80,1002,0.5,22,0
80,1002,0.5,23,0
80,1002,0.5,24,0
80,1002,0.5,25,0
80,1002,0.5,26,0
80,1002,0.5,27,0
80,1002,0.5,28,5
80,1002,0.5,29,0
80,1002,0.5,30,0
80,1002,0.5,31,0
80,1002,0.5,32,0
80,1002,0.5,33,7
80,1002,0.5,34,0
80,1002,0.5,35,0
80,1002,0.5,36,0
80,1002,0.5,37,7
80,1002,0.5,38,0
80,1002,0.5,39,0
80,1002,0.5,40,0
80,1002,0.5,41,5
80,1002,0.5,42,7
80,1002,0.5,43,5
80,1002,0.5,44,0
80,1002,0.5,45,7
80,1002,0.5,46,0
80,1002,0.5,47,0
80,1002,0.5,48,0
80,1002,0.5,49,5
80,1002,0.5,50,0
80,1002,0.6,1,13
80,1002,0.6,2,13
80,1002,0.6,3,11
80,1002,0.6,4,7
80,1002,0.6,5,7
80,1002,0.6,6,7
80,1002,0.6,7,7
80,1002,0.6,8,7
80,1002,0.6,9,10
80,1002,0.6,10,0
80,1002,0.6,11,7
80,1002,0.6,12,11
80,1002,0.6,13,0
80,1002,0.6,14,0
80,1002,0.6,15,0
80,1002,0.6,16,0
80,1002,0.6,17,0
80,1002,0.6,18,0
80,1002,0.6,19,7
80,1002,0.6,20,0
80,1002,0.6,21,0
80,1002,0.6,22,0
80,1002,0.6,23,0
80,1002,0.6,24,0
80,1002,0.6,25,0
80,1002,0.6,26,0
80,1002,0.6,27,7
80,1002,0.6,28,0
80,1002,0.6,29,7
80,1002,0.6,30,0
80,1002,0.6,31,0
80,1002,0.6,32,0
80,1002,0.6,33,0
80,1002,0.6,34,0
80,1002,0.6,35,0
80,1002,0.6,36,0
80,1002,0.6,37,0
80,1002,0.6,38,0
80,1002,0.6,39,0
80,1002,0.6,40,0
80,1002,0.6,41,0
80,1002,0.6,42,0
80,1002,0.6,43,0
80,1002,0.6,44,0
80,1002,0.6,45,0
80,1002,0.6,46,0
80,1002,0.6,47,0
80,1002,0.6,48,0
80,1002,0.6,49,0
80,1002,0.6,50,0
80,1002,0.7,1,37
80,1002,0.7,2,23
80,1002,0.7,3,21
80,1002,0.7,4,11
80,1002,0.7,5,0
80,1002,0.7,6,13
80,1002,0.7,7,7
80,1002,0.7,8,10
80,1002,0.7,9,0
80,1002,0.7,10,0
80,1002,0.7,11,0
80,1002,0.7,12,11
80,1002,0.7,13,10
80,1002,0.7,14,0
80,1002,0.7,15,0
80,1002,0.7,16,7
80,1002,0.7,17,10
80,1002,0.7,18,5
80,1002,0.7,19,0
80,1002,0.7,20,0
80,1002,0.7,21,0
80,1002,0.7,22,0
80,1002,0.7,23,0
80,1002,0.7,24,0
80,1002,0.7,25,0
80,1002,0.7,26,0
80,1002,0.7,27,0
80,1002,0.7,28,0
80,1002,0.7,29,5
80,1002,0.7,30,0
80,1002,0.7,31,0
80,1002,0.7,32,0
80,1002,0.7,33,5
80,1002,0.7,34,0
80,1002,0.7,35,0
80,1002,0.7,36,0
80,1002,0.7,37,0
80,1002,0.7,38,0
80,1002,0.7,39,0
80,1002,0.7,40,0
80,1002,0.7,41,0
80,1002,0.7,42,0
80,1002,0.7,43,0
80,1002,0.7,44,0
80,1002,0.7,45,0
80,1002,0.7,46,0
80,1002,0.7,47,0
80,1002,0.7,48,0
80,1002,0.7,49,0
80,1002,0.7,50,0
80,1002,0.8,1,39
80,1002,0.8,2,12
80,1002,0.8,3,12
80,1002,0.8,4,14
80,1002,0.8,5,14
80,1002,0.8,6,0
80,1002,0.8,7,0
80,1002,0.8,8,14
80,1002,0.8,9,7
80,1002,0.8,10,11
80,1002,0.8,11,10
80,1002,0.8,12,5
80,1002,0.8,13,10
80,1002,0.8,14,0
80,1002,0.8,15,0
80,1002,0.8,16,10
80,1002,0.8,17,0
80,1002,0.8,18,0
80,1002,0.8,19,0
80,1002,0.8,20,0
80,1002,0.8,21,10
80,1002,0.8,22,7
80,1002,0.8,23,0
80,1002,0.8,24,0
80,1002,0.8,25,0
80,1002,0.8,26,9
80,1002,0.8,27,0
80,1002,0.8,28,0
80,1002,0.8,29,0
80,1002,0.8,30,0
80,1002,0.8,31,0
80,1002,0.8,32,0
80,1002,0.8,33,0
80,1002,0.8,34,0
80,1002,0.8,35,0
80,1002,0.8,36,0
80,1002,0.8,37,0
80,1002,0.8,38,0
80,1002,0.8,39,0
80,1002,0.8,40,0
80,1002,0.8,41,0
80,1002,0.8,42,0
80,1002,0.8,43,0
80,1002,0.8,44,0
80,1002,0.8,45,0
80,1002,0.8,46,0
80,1002,0.8,47,0
80,1002,0.8,48,0
80,1002,0.8,49,0
80,1002,0.8,50,0
80,1002,0.9,1,14
80,1002,0.9,2,28
80,1002,0.9,3,9
80,1002,0.9,4,10
80,1002,0.9,5,5
80,1002,0.9,6,10
80,1002,0.9,7,10
80,1002,0.9,8,0
80,1002,0.9,9,9
80,1002,0.9,10,4
80,1002,0.9,11,9
80,1002,0.9,12,0
80,1002,0.9,13,0
80,1002,0.9,14,10
80,1002,0.9,15,7
80,1002,0.9,16,0
80,1002,0.9,17,5
80,1002,0.9,18,0
80,1002,0.9,19,10
80,1002,0.9,20,5
80,1002,0.9,21,0
80,1002,0.9,22,5
80,1002,0.9,23,0
80,1002,0.9,24,0
80,1002,0.9,25,0
80,1002,0.9,26,4
80,1002,0.9,27,4
80,1002,0.9,28,0
80,1002,0.9,29,0
80,1002,0.9,30,0
80,1002,0.9,31,7
80,1002,0.9,32,0
80,1002,0.9,33,0
80,1002,0.9,34,0
80,1002,0.9,35,0
80,1002,0.9,36,0
80,1002,0.9,37,0
80,1002,0.9,38,0
80,1002,0.9,39,0
80,1002,0.9,40,0
80,1002,0.9,41,0
80,1002,0.9,42,0
80,1002,0.9,43,0
80,1002,0.9,44,0
80,1002,0.9,45,0
80,1002,0.9,46,0
80,1002,0.9,47,0
80,1002,0.9,48,0
80,1002,0.9,49,0
80,1002,0.9,50,0
80,1002,1.0,1,12
80,1002,1.0,2,9
80,1002,1.0,3,7
80,1002,1.0,4,10
80,1002,1.0,5,0
80,1002,1.0,6,0
80,1002,1.0,7,7
80,1002,1.0,8,0
80,1002,1.0,9,11
80,1002,1.0,10,7
80,1002,1.0,11,8
80,1002,1.0,12,0
80,1002,1.0,13,0
80,1002,1.0,14,0
80,1002,1.0,15,0
80,1002,1.0,16,0
80,1002,1.0,17,0
80,1002,1.0,18,0
80,1002,1.0,19,4
80,1002,1.0,20,9
80,1002,1.0,21,8
80,1002,1.0,22,0
80,1002,1.0,23,0
80,1002,1.0,24,0
80,1002,1.0,25,0
80,1002,1.0,26,7
80,1002,1.0,27,0
80,1002,1.0,28,0
80,1002,1.0,29,0
80,1002,1.0,30,0
80,1002,1.0,31,0
80,1002,1.0,32,0
80,1002,1.0,33,0
80,1002,1.0,34,0
80,1002,1.0,35,0
80,1002,1.0,36,0
80,1002,1.0,37,0
80,1002,1.0,38,0
80,1002,1.0,39,0
80,1002,1.0,40,0
80,1002,1.0,41,0
80,1002,1.0,42,0
80,1002,1.0,43,0
80,1002,1.0,44,0
80,1002,1.0,45,0
80,1002,1.0,46,0
80,1002,1.0,47,0
80,1002,1.0,48,0
80,1002,1.0,49,0
80,1002,1.0,50,0
115,2066,0.1,1,39
115,2066,0.1,2,39
115,2066,0.1,3,45
115,2066,0.1,4,14
115,2066,0.1,5,40
115,2066,0.1,6,14
115,2066,0.1,7,39
115,2066,0.1,8,14
115,2066,0.1,9,14
115,2066,0.1,10,14
115,2066,0.1,11,39
115,2066,0.1,12,14
115,2066,0.1,13,14
115,2066,0.1,14,14
115,2066,0.1,15,14
115,2066,0.1,16,38
115,2066,0.1,17,0
115,2066,0.1,18,14
115,2066,0.1,19,14
115,2066,0.1,20,14
115,2066,0.1,21,14
115,2066,0.1,22,14
115,2066,0.1,23,14
115,2066,0.1,24,14
115,2066,0.1,25,14
115,2066,0.1,26,14
115,2066,0.1,27,14
115,2066,0.1,28,14
115,2066,0.1,29,14
115,2066,0.1,30,14
115,2066,0.1,31,0
115,2066,0.1,32,14
115,2066,0.1,33,14
115,2066,0.1,34,14
115,2066,0.1,35,14
115,2066,0.1,36,14
115,2066,0.1,37,14
115,2066,0.1,38,14
115,2066,0.1,39,39
115,2066,0.1,40,14
115,2066,0.1,41,14
115,2066,0.1,42,14
115,2066,0.1,43,14
115,2066,0.1,44,14
115,2066,0.1,45,14
115,2066,0.1,46,14
115,2066,0.1,47,14
115,2066,0.1,48,14
115,2066,0.1,49,14
115,2066,0.1,50,14
115,2066,0.2,1,82
115,2066,0.2,2,20
115,2066,0.2,3,34
115,2066,0.2,4,13
115,2066,0.2,5,15
115,2066,0.2,6,13
115,2066,0.2,7,13
115,2066,0.2,8,13
115,2066,0.2,9,13
115,2066,0.2,10,14
115,2066,0.2,11,14
115,2066,0.2,12,14
115,2066,0.2,13,20
115,2066,0.2,14,13
115,2066,0.2,15,0
115,2066,0.2,16,15
115,2066,0.2,17,13
115,2066,0.2,18,13
115,2066,0.2,19,13
115,2066,0.2,20,13
115,2066,0.2,21,13
115,2066,0.2,22,13
115,2066,0.2,23,13
115,2066,0.2,24,12
115,2066,0.2,25,13
115,2066,0.2,26,13
115,2066,0.2,27,13
115,2066,0.2,28,13
115,2066,0.2,29,13
115,2066,0.2,30,12
115,2066,0.2,31,13
115,2066,0.2,32,13
115,2066,0.2,33,12
115,2066,0.2,34,13
115,2066,0.2,35,13
115,2066,0.2,36,13
115,2066,0.2,37,13
115,2066,0.2,38,13
115,2066,0.2,39,13
115,2066,0.2,40,12
115,2066,0.2,41,13
115,2066,0.2,42,13
115,2066,0.2,43,13
115,2066,0.2,44,13
115,2066,0.2,45,0
115,2066,0.2,46,13
115,2066,0.2,47,12
115,2066,0.2,48,13
115,2066,0.2,49,13
115,2066,0.2,50,12
115,2066,0.3,1,0
115,2066,0.3,2,43
115,2066,0.3,3,15
115,2066,0.3,4,15
115,2066,0.3,5,15
115,2066,0.3,6,15
115,2066,0.3,7,15
115,2066,0.3,8,14
115,2066,0.3,9,0
115,2066,0.3,10,14
115,2066,0.3,11,14
115,2066,0.3,12,0
115,2066,0.3,13,0
115,2066,0.3,14,14
115,2066,0.3,15,0
115,2066,0.3,16,13
115,2066,0.3,17,13
115,2066,0.3,18,13
115,2066,0.3,19,0
115,2066,0.3,20,13
115,2066,0.3,21,14
115,2066,0.3,22,0
115,2066,0.3,23,0
115,2066,0.3,24,13
115,2066,0.3,25,0
115,2066,0.3,26,0
115,2066,0.3,27,0
115,2066,0.3,28,0
115,2066,0.3,29,0
115,2066,0.3,30,0
115,2066,0.3,31,13
115,2066,0.3,32,0
115,2066,0.3,33,0
115,2066,0.3,34,13
115,2066,0.3,35,13
115,2066,0.3,36,13
115,2066,0.3,37,0
115,2066,0.3,38,0
115,2066,0.3,39,0
115,2066,0.3,40,0
115,2066,0.3,41,0
115,2066,0.3,42,0
115,2066,0.3,43,8
115,2066,0.3,44,0
115,2066,0.3,45,0
115,2066,0.3,46,13
115,2066,0.3,47,12
115,2066,0.3,48,13
115,2066,0.3,49,0
115,2066,0.3,50,0
115,2066,0.4,1,17
115,2066,0.4,2,25
115,2066,0.4,3,26
115,2066,0.4,4,8
115,2066,0.4,5,20
115,2066,0.4,6,14
115,2066,0.4,7,0
115,2066,0.4,8,13
115,2066,0.4,9,14
115,2066,0.4,10,15
115,2066,0.4,11,15
115,2066,0.4,12,13
115,2066,0.4,13,13
115,2066,0.4,14,13
115,2066,0.4,15,6
115,2066,0.4,16,13
115,2066,0.4,17,14
115,2066,0.4,18,13
115,2066,0.4,19,6
115,2066,0.4,20,6
115,2066,0.4,21,15
115,2066,0.4,22,6
115,2066,0.4,23,8
115,2066,0.4,24,6
115,2066,0.4,25,8
115,2066,0.4,26,8
115,2066,0.4,27,4
115,2066,0.4,28,6
115,2066,0.4,29,13
115,2066,0.4,30,0
115,2066,0.4,31,6
115,2066,0.4,32,0
115,2066,0.4,33,13
115,2066,0.4,34,6
115,2066,0.4,35,0
115,2066,0.4,36,8
115,2066,0.4,37,6
115,2066,0.4,38,0
115,2066,0.4,39,8
115,2066,0.4,40,0
115,2066,0.4,41,6
115,2066,0.4,42,8
115,2066,0.4,43,13
115,2066,0.4,44,13
115,2066,0.4,45,6
115,2066,0.4,46,6
115,2066,0.4,47,13
115,2066,0.4,48,0
115,2066,0.4,49,13
115,2066,0.4,50,13
115,2066,0.5,1,58
115,2066,0.5,2,14
115,2066,0.5,3,8
115,2066,0.5,4,32
115,2066,0.5,5,15
115,2066,0.5,6,35
115,2066,0.5,7,15
115,2066,0.5,8,6
115,2066,0.5,9,13
115,2066,0.5,10,6
115,2066,0.5,11,14
115,2066,0.5,12,6
115,2066,0.5,13,6
115,2066,0.5,14,14
115,2066,0.5,15,17
115,2066,0.5,16,13
115,2066,0.5,17,0
115,2066,0.5,18,6
115,2066,0.5,19,13
115,2066,0.5,20,14
115,2066,0.5,21,8
115,2066,0.5,22,22
115,2066,0.5,23,13
115,2066,0.5,24,14
115,2066,0.5,25,8
115,2066,0.5,26,6
115,2066,0.5,27,13
115,2066,0.5,28,8
115,2066,0.5,29,13
115,2066,0.5,30,8
115,2066,0.5,31,8
115,2066,0.5,32,14
115,2066,0.5,33,6
115,2066,0.5,34,6
115,2066,0.5,35,6
115,2066,0.5,36,8
115,2066,0.5,37,12
115,2066,0.5,38,6
115,2066,0.5,39,8
115,2066,0.5,40,6
115,2066,0.5,41,0
115,2066,0.5,42,0
115,2066,0.5,43,0
115,2066,0.5,44,13
115,2066,0.5,45,0
115,2066,0.5,46,14
115,2066,0.5,47,6
115,2066,0.5,48,0
115,2066,0.5,49,8
115,2066,0.5,50,6
115,2066,0.6,1,43
115,2066,0.6,2,32
115,2066,0.6,3,8
115,2066,0.6,4,20
115,2066,0.6,5,24
115,2066,0.6,6,20
115,2066,0.6,7,0
115,2066,0.6,8,8
115,2066,0.6,9,8
115,2066,0.6,10,14
115,2066,0.6,11,0
115,2066,0.6,12,4
115,2066,0.6,13,14
115,2066,0.6,14,0
115,2066,0.6,15,8
115,2066,0.6,16,8
115,2066,0.6,17,0
115,2066,0.6,18,13
115,2066,0.6,19,13
115,2066,0.6,20,4
115,2066,0.6,21,4
115,2066,0.6,22,0
115,2066,0.6,23,0
115,2066,0.6,24,4
115,2066,0.6,25,8
115,2066,0.6,26,8
115,2066,0.6,27,4
115,2066,0.6,28,6
115,2066,0.6,29,4
115,2066,0.6,30,0
115,2066,0.6,31,0
115,2066,0.6,32,4
115,2066,0.6,33,0
115,2066,0.6,34,0
115,2066,0.6,35,0
115,2066,0.6,36,0
115,2066,0.6,37,0
115,2066,0.6,38,0
115,2066,0.6,39,0
115,2066,0.6,40,0
115,2066,0.6,41,0
115,2066,0.6,42,8
115,2066,0.6,43,14
115,2066,0.6,44,8
115,2066,0.6,45,8
115,2066,0.6,46,13
115,2066,0.6,47,0
115,2066,0.6,48,4
115,2066,0.6,49,6
115,2066,0.6,50,4
115,2066,0.7,1,13
115,2066,0.7,2,33
115,2066,0.7,3,43
115,2066,0.7,4,13
115,2066,0.7,5,13
115,2066,0.7,6,14
115,2066,0.7,7,13
115,2066,0.7,8,3
115,2066,0.7,9,0
115,2066,0.7,10,8
115,2066,0.7,11,6
115,2066,0.7,12,4
115,2066,0.7,13,8
115,2066,0.7,14,13
115,2066,0.7,15,8
115,2066,0.7,16,20
115,2066,0.7,17,0
115,2066,0.7,18,0
115,2066,0.7,19,8
115,2066,0.7,20,0
115,2066,0.7,21,8
115,2066,0.7,22,4
115,2066,0.7,23,15
115,2066,0.7,24,6
115,2066,0.7,25,0
115,2066,0.7,26,0
115,2066,0.7,27,4
115,2066,0.7,28,8
115,2066,0.7,29,8
115,2066,0.7,30,6
115,2066,0.7,31,0
115,2066,0.7,32,8
115,2066,0.7,33,4
115,2066,0.7,34,8
115,2066,0.7,35,0
115,2066,0.7,36,6
115,2066,0.7,37,8
115,2066,0.7,38,0
115,2066,0.7,39,8
115,2066,0.7,40,8
115,2066,0.7,41,6
115,2066,0.7,42,0
115,2066,0.7,43,6
115,2066,0.7,44,13
115,2066,0.7,45,0
115,2066,0.7,46,0
115,2066,0.7,47,4
115,2066,0.7,48,0
115,2066,0.7,49,0
115,2066,0.7,50,6
115,2066,0.8,1,28
115,2066,0.8,2,53
115,2066,0.8,3,6
115,2066,0.8,4,30
115,2066,0.8,5,8
115,2066,0.8,6,20
115,2066,0.8,7,38
115,2066,0.8,8,13
115,2066,0.8,9,13
115,2066,0.8,10,4
115,2066,0.8,11,8
115,2066,0.8,12,4
115,2066,0.8,13,0
115,2066,0.8,14,0
115,2066,0.8,15,0
115,2066,0.8,16,28
115,2066,0.8,17,13
115,2066,0.8,18,0
115,2066,0.8,19,6
115,2066,0.8,20,8
115,2066,0.8,21,6
115,2066,0.8,22,8
115,2066,0.8,23,8
115,2066,0.8,24,8
115,2066,0.8,25,0
115,2066,0.8,26,0
115,2066,0.8,27,8
115,2066,0.8,28,8
115,2066,0.8,29,8
115,2066,0.8,30,14
115,2066,0.8,31,4
115,2066,0.8,32,13
115,2066,0.8,33,8
115,2066,0.8,34,0
115,2066,0.8,35,0
115,2066,0.8,36,0
115,2066,0.8,37,3
115,2066,0.8,38,3
115,2066,0.8,39,0
115,2066,0.8,40,4
115,2066,0.8,41,8
115,2066,0.8,42,8
115,2066,0.8,43,0
115,2066,0.8,44,0
115,2066,0.8,45,0
115,2066,0.8,46,4
115,2066,0.8,47,4
115,2066,0.8,48,0
115,2066,0.8,49,0
115,2066,0.8,50,8
115,2066,0.9,1,43
115,2066,0.9,2,39
115,2066,0.9,3,14
115,2066,0.9,4,13
115,2066,0.9,5,14
115,2066,0.9,6,8
115,2066,0.9,7,0
115,2066,0.9,8,8
115,2066,0.9,9,0
115,2066,0.9,10,4
115,2066,0.9,11,0
115,2066,0.9,12,6
115,2066,0.9,13,6
115,2066,0.9,14,8
